[2018/1/3 - 11:24:25] AdmCmd: Ocdawg Exbatallion(1000625518) (IP:119.95.91.81) was kicked by Nicole Trey, reason: DM (Read /rules)
[2018/1/3 - 12:16:50] AdmCmd: Carl Rivers(31469) (IP:24.222.199.207) was silent kicked by Doc Kanaan, reason: bugged
[2018/1/3 - 12:38:40] AdmCmd: Koroashi Vi. Sanji(1000625119) (IP:122.2.241.238) was kicked by Jizzy Rivers, reason: deathmatching (warning)
[2018/1/3 - 12:52:50] AdmCmd: Bobby Flyd(1000625245) (IP:122.3.133.70) was kicked by Jizzy Rivers, reason: non rp boating
[2018/1/3 - 12:56:06] AdmCmd: Atherturo Ramirez(1000625537) (IP:80.246.136.194) was kicked by Nicole Trey, reason: Metagaming (Read /rules)
[2018/1/3 - 13:11:46] AdmCmd: James Guetta(1000053869) (IP:41.228.247.44) was kicked by Paul Duffster, reason: dont afk fish
[2018/1/3 - 13:30:40] AdmCmd: Alexander Winchester(1000625231) (IP:122.2.241.238) was kicked by Nicole Trey, reason: NonRP Behaviour
[2018/1/3 - 13:56:34] AdmCmd: Crit Snow(1000624823) (IP:80.220.174.196) was kicked by Kevin Kush, reason: Random Shooting
[2018/1/3 - 13:56:57] AdmCmd: Atherturo Ramirez(1000625537) (IP:80.246.138.198) was kicked by Nicole Trey, reason: Metagaming (Read /rules)
[2018/1/3 - 15:12:22] AdmCmd: Michiel Hoods(1000624894) (IP:86.84.115.192) was silent kicked by Daniel Bishop, reason: ATIP
[2018/1/3 - 15:53:42] AdmCmd: Mahid Macaagal(1000625267) (IP:112.206.119.92) was kicked by Kevin Kush, reason: Civ In Point (Second warning)
[2018/1/3 - 15:56:28] AdmCmd: Faye Brazy(1000624850) (IP:89.211.222.103) was silent kicked by Hooligan Maddox, reason: pl
[2018/1/3 - 15:58:12] AdmCmd: Faye Brazy(1000624850) (IP:89.211.222.103) was silent kicked by Hooligan Maddox, reason: pl
[2018/1/3 - 16:09:25] AdmCmd: Julian Cake(1000417757) (IP:79.178.56.156) was kicked by Samantha Rivera, reason: desynced
[2018/1/3 - 16:15:28] AdmCmd: Derek Lancer(1000129064) (IP:79.181.96.13) was kicked by Liam Crawford, reason: MG
[2018/1/3 - 16:17:00] AdmCmd: James X David(1000625579) (IP:180.251.85.162) was kicked by Liam Crawford, reason: DM
[2018/1/3 - 17:02:05] AdmCmd: Yuri Cobra(1000625592) (IP:109.65.15.125) was kicked by Nicole Trey, reason: Metagaming (Read /rules)
[2018/1/3 - 17:40:55] AdmCmd: Kliment Barsukov(1000624896) (IP:79.74.157.154) was kicked by Samantha Rivera, reason: Stop.
[2018/1/3 - 18:15:12] AdmCmd: Rafed Richman(1000625344) (IP:196.230.70.45) was kicked by Robert Caber, reason: Exploiting
[2018/1/3 - 18:41:58] AdmCmd: Faye Brazy(1000624850) (IP:89.211.222.103) was silent kicked by Hooligan Maddox, reason: PL
[2018/1/3 - 18:44:35] AdmCmd: Matt Fazzolari(120492) (IP:178.222.43.221) was kicked by Robert Caber, reason: Metagaming
[2018/1/3 - 18:44:41] AdmCmd: Antonio D. Sarto(372679) (IP:41.230.72.241) was kicked by Robert Caber, reason: Metagaming
[2018/1/3 - 18:47:10] AdmCmd: Tony Brooks(1000625272) (IP:197.14.255.88) was kicked by Robert Caber, reason: Non-Roleplay Behavior
[2018/1/3 - 19:22:32] AdmCmd: Salvatore Florenzo(1000624975) (IP:121.54.54.156) was silent kicked by Jay Triton, reason: desynced
[2018/1/3 - 19:52:55] AdmCmd: David Alan(1000624999) (IP:197.38.251.235) was kicked by Daniel Bishop, reason: Non-Roleplay Driving.
[2018/1/3 - 19:58:24] AdmCmd: Silex Gold(1000625631) (IP:170.84.11.85) was silent kicked by Nicole Trey, reason: ATIP
[2018/1/3 - 20:27:07] AdmCmd: Leonardo Bishop(30171) (IP:90.191.124.130) was silent kicked by Kobe Duron, reason: ATIP
[2018/1/3 - 20:28:26] AdmCmd: Derek Lancer(1000129064) (IP:79.181.96.13) was kicked by Paul Duffster, reason: Warning
[2018/1/3 - 21:09:26] AdmCmd: Fuck Lspd(1000625652) (IP:37.252.225.108) was kicked by Tobi Saito, reason: No
[2018/1/3 - 21:46:52] AdmCmd: Jay Radcliffe(1000624842) (IP:41.230.67.42) was kicked by Vladimir Greaves, reason: Non-RP behavior
[2018/1/3 - 22:04:04] AdmCmd: Ruben Rodriquez(845696) (IP:217.123.159.179) was kicked by Tobi Saito, reason: ATIP
[2018/1/3 - 22:11:33] AdmCmd: Neo Ryders(72655) (IP:92.53.47.250) was kicked by Martin Powers, reason: car ramming
[2018/1/3 - 22:26:50] AdmCmd: Ahmir Guccii Draco(1000624905) (IP:96.234.22.70) was kicked by Paul Duffster, reason: warning.
[2018/1/3 - 22:31:21] AdmCmd: Shakira Speed(1000427529) (IP:156.211.97.160) was silent kicked by Lexy Kanon, reason: shooting
[2018/1/3 - 22:44:03] AdmCmd: Hachi Kush(1000222190) (IP:46.36.161.4) was kicked by Daniel Bishop, reason: Metagaming 
[2018/1/3 - 23:21:06] AdmCmd: Dwayne Radcliffe(1000624841) (IP:196.178.221.171) was kicked by George Morgan, reason: Spamming
[2018/1/4 - 0:54:54] AdmCmd: Kaya Dios Hunt(872940) (IP:173.170.66.12) was kicked by Lue Dockson, reason: Non RP Behavior
[2018/1/4 - 1:16:55] AdmCmd: Lrizz Devil(31262) (IP:124.170.201.78) was kicked by Tobi Saito, reason: tabbed in turf
[2018/1/4 - 1:25:25] AdmCmd: Rolland Schneider(10504) (IP:156.222.236.204) was kicked by Kobe Duron, reason: non RP beh
[2018/1/4 - 1:27:45] AdmCmd: Kebab Choppa(1000625670) (IP:178.235.146.63) was kicked by Kobe Duron, reason: Non RP behavior
[2018/1/4 - 2:30:43] AdmCmd: Rolland Schneider(10504) (IP:156.222.236.204) was kicked by Vladimir Greaves, reason: nonrp behavior
[2018/1/4 - 2:33:47] AdmCmd: Kevin Flowers(1000625041) (IP:173.170.66.12) was kicked by Tobi Saito, reason: Metagaming
[2018/1/4 - 3:41:41] AdmCmd: Thyson Kleinman(1000130640) (IP:186.95.238.40) was silent kicked by Vladimir Greaves, reason: Desynced
[2018/1/4 - 4:06:18] AdmCmd: Marge Scorer(1000625705) (IP:118.236.124.105) was kicked by Lexy Kanon, reason: Metagaming
[2018/1/4 - 4:27:28] AdmCmd: Wayne Dios Hunt(159038) (IP:213.112.74.92) was kicked by Lue Dockson, reason: Metagame
[2018/1/4 - 6:10:56] AdmCmd: Elisa Blaze(1000008255) (IP:217.209.5.153) was kicked by Matt Honest, reason: Spam
[2018/1/4 - 9:02:41] AdmCmd: Mac Gordon(1000625508) (IP:222.239.59.138) was kicked by Nicole Trey, reason: NonRP Behaviour
[2018/1/4 - 9:52:25] AdmCmd: Mac Gordon(1000625508) (IP:222.239.59.138) was kicked by Martin Powers, reason: DM
[2018/1/4 - 10:52:11] AdmCmd: Oleg Doroshev(1000318688) (IP:176.228.21.243) was kicked by Samantha Rivera, reason: AFK in turf
[2018/1/4 - 11:17:36] AdmCmd: Mark Jakes(1000625502) (IP:174.109.35.18) was silent kicked by Kobe Duron, reason: BAN EVADING ON A BUG
[2018/1/4 - 11:25:59] AdmCmd: Frenzy Pusha(1000624910) (IP:112.202.121.141) was kicked by Kobe Duron, reason: Non RP behavior
[2018/1/4 - 11:29:38] AdmCmd: Tyrell Michalz(1000625295) (IP:180.191.148.152) was kicked by Kobe Duron, reason: OOC buying.
[2018/1/4 - 11:45:25] AdmCmd: Ukin Inayo(1000625740) (IP:112.202.41.241) was silent kicked by Kobe Duron, reason: possible hacker
[2018/1/4 - 12:41:50] AdmCmd: Dark Smith(1000625470) (IP:182.182.126.53) was silent kicked by Yuri Ben, reason: bugged
[2018/1/4 - 14:26:45] AdmCmd: Moozie Timbs Moons(1000625252) (IP:82.211.150.151) was kicked by Samantha Rivera, reason: CS
[2018/1/4 - 14:52:11] AdmCmd: Niko Morozov(35210) (IP:109.189.175.163) was silent kicked by Hooligan Hooligan, reason: .
[2018/1/4 - 15:09:26] AdmCmd: Adam Blackice(1000625672) (IP:156.211.78.193) was kicked by Doc Kanaan, reason: bugged
[2018/1/4 - 15:11:09] AdmCmd: Tyrone Kylie(1000625764) (IP:180.191.145.233) was silent kicked by Robert Caber, reason: .
[2018/1/4 - 15:12:32] AdmCmd: Minh Chikino(1000625157) (IP:116.109.128.74) was kicked by George Morgan, reason: Car surfing
[2018/1/4 - 15:12:34] AdmCmd: Lrizz Devil(31262) (IP:124.170.201.78) was kicked by George Morgan, reason: Car surfing
[2018/1/4 - 16:19:49] AdmCmd: Brian Newton(1000624952) (IP:176.10.241.101) was kicked by Nicole Trey, reason: Metagaming
[2018/1/4 - 16:26:58] AdmCmd: Larry Wrzosek(1000280398) (IP:32.214.128.30) was kicked by Martin Powers, reason: non rp driving
[2018/1/4 - 16:37:17] AdmCmd: Derek Lancer(1000129064) (IP:109.67.12.61) was silent kicked by Leroy J. Meyers, reason: General Exploiting+Metagaming
[2018/1/4 - 16:47:31] AdmCmd: Geffery Diz(1000624859) (IP:81.98.96.212) was kicked by Nicole Trey, reason: Metagaming
[2018/1/4 - 17:14:39] AdmCmd: Dark Smith(1000625470) (IP:182.182.126.53) was kicked by Nicole Trey, reason: Metagaming (Read /rules)
[2018/1/4 - 17:38:07] AdmCmd: Tony Brooks(1000625272) (IP:197.2.60.199) was kicked by George Morgan, reason: Car ramming
[2018/1/4 - 17:40:59] AdmCmd: Jay Radcliffe(1000624842) (IP:197.3.72.208) was kicked by George Morgan, reason: Deathmatching
[2018/1/4 - 17:52:03] AdmCmd: Makoto Bayda Way Jr.(1000625800) (IP:112.203.159.15) was kicked by Keith Lawrence, reason: Car Surfing.
[2018/1/4 - 19:08:56] AdmCmd: Mubaid Jordan(1000625779) (IP:117.102.6.122) was kicked by Nicole Trey, reason: Car surfing
[2018/1/4 - 19:57:41] AdmCmd: Jare Debol(1000625536) (IP:79.181.134.181) was kicked by Lue Dockson, reason: Non RP Behavior
